,start,sentimentscore,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,UpperBB,LowerBB,volatility,rsi,macd,real_score,post_per_day
21,2018-01-22,6.013900162517,11633.099609,11966.400391,10240.200195,10931.400391,10931.400391,10537400320.0,10537400320.0,-701.69922,-6.032,11046.00033,-0.06032,19331.22006165021,10544.45595398979,1375.801059593814,37.98977809189167,-920.576006045947,0.2235423487132777,595.0
22,2018-01-23,5.6261143234827,10944.5,11377.599609,10129.700195,10868.400391,10868.400391,9660609536.0,9660609536.0,-76.09961,-0.695,10791.90007,-0.00695,19368.86701817526,10475.257005304737,1375.6503266384354,37.76408347111597,-983.7292714076212,0.3385033702126596,611.0
23,2018-01-24,6.195805214551,10903.400391,11501.400391,10639.799805,11359.400391,11359.400391,9940989952.0,9940989952.0,456.0,4.182,11166.86686,0.04182,19391.136148620408,10430.695882699594,1237.887033977201,40.71997475837056,-982.829644310268,0.3871179675021447,577.0
24,2018-01-25,3.78154477613,11421.700195,11785.700195,11057.400391,11259.400391,11259.400391,8873169920.0,8873169920.0,-162.2998,-1.421,11367.50033,-0.01421,19445.32530993628,10255.22273702372,1229.2643555993377,40.30016035640669,-978.9016784156448,0.3317174736150475,543.0
25,2018-01-26,7.003213536412,11256.0,11656.700195,10470.299805,11171.400391,11171.400391,9746199552.0,9746199552.0,-84.59961,-0.752,11099.4668,-0.00752,19340.24153303609,10091.174560803913,1146.5345858687365,39.91021722031142,-971.688580596032,0.3133436358252237,507.0
26,2018-01-27,7.269039143103,11174.900391,11614.900391,10989.200195,11440.700195,11440.700195,7583269888.0,7583269888.0,265.7998,2.379,11348.26693,0.02379,19296.981466151432,9929.286619848568,943.1991832394212,41.76716830403678,-933.4813135453842,0.2156486498891927,376.0
27,2018-01-28,5.501013597709,11475.299805,12040.299805,11475.299805,11786.299805,11786.299805,8350360064.0,8350360064.0,311.0,2.71,11767.29981,0.0271,19293.548724855624,9797.043345544376,765.06954606177,44.15237715044315,-865.3396817131616,0.5326867622459895,366.0
28,2018-01-29,5.4793323145357,11755.5,11875.599609,11179.200195,11296.400391,11296.400391,7107359744.0,7107359744.0,-459.09961,-3.905,11450.40007,-0.03905,19290.33585762683,9633.896212773168,469.3322752403769,41.55407033519224,-841.1712375857715,0.4774630757043678,460.0
29,2018-01-30,5.067611152619,11306.799805,11307.200195,10036.200195,10106.299805,10106.299805,8637859840.0,8637859840.0,-1200.5,-10.618,10483.2334,-0.10618,19253.430296804152,9397.581734555848,583.4322294130392,36.010086684180145,-907.586648761342,-0.060436606888554,602.0
30,2018-01-31,5.321043931716999,10108.200195,10381.599609,9777.419922,10221.099609,10221.099609,8041160192.0,8041160192.0,112.89941,1.117,10126.70638,0.01117,19161.15286479392,9202.08713528608,652.4369133628037,36.88483726117495,-940.1208281523304,0.3999823416382734,604.0
31,2018-02-01,4.2903222066860005,10237.299805,10288.799805,8812.280273,9170.540039,9170.540039,9959400448.0,9959400448.0,-1066.75977,-10.42,9423.87337,-0.1042,19170.616694284425,8903.116938595576,846.2391257715883,32.505629792886225,-1038.7022639925344,0.0586026315183726,808.0
32,2018-02-02,4.58105531689,9142.280273,9142.280273,7796.490234,8830.75,8830.75,12726899712.0,12726899712.0,-311.53027,-3.408,8589.84017,-0.03408,19168.87885400434,8595.524778875664,1017.4613518847672,31.21476041558317,-1131.20712693295,0.2915276031602513,761.0
33,2018-02-03,4.060016886257,8852.120117,9430.75,8251.629883,9174.910156,9174.910156,7263790080.0,7263790080.0,322.79004,3.646,8952.43001,0.03646,19044.93071524195,8378.193308238053,951.0601662505852,34.070623054838094,-1163.3368261719315,0.3007654788839908,330.0
34,2018-02-04,8.8524307252517,9175.700195,9334.870117,8031.220215,8277.009766,8277.009766,7073549824.0,7073549824.0,-898.69043,-9.794,8547.70003,-0.09794,18770.856945494404,8203.451452985591,1090.8194951328646,30.5113908702986,-1246.8796492660404,0.5718702534499344,408.0
35,2018-02-05,4.853660956333,8270.540039,8364.839844,6756.680176,6955.27002,6955.27002,9285289984.0,9285289984.0,-1315.27002,-15.903,7358.93001,-0.15903,18586.54215204154,7900.345015998461,1395.9109860693925,26.176396158687268,-1403.5619018068264,0.0689085969311905,621.0
36,2018-02-06,3.3388655503827,7051.75,7850.700195,6048.259766,7754.0,7754.0,13999800320.0,13999800320.0,702.25,9.959,7217.65332,0.09959,18306.266719501087,7726.212479778911,1505.4855342497106,32.42458316146195,-1446.60729326406,0.3694608433632509,563.0
37,2018-02-07,3.662668662991,7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000.0,9169280000.0,-134.19043,-1.73,7789.06673,-0.0173,18136.852089875167,7489.41113284483,1556.1858324923471,31.940898665851265,-1474.4325324027575,0.1875595893956683,466.0
38,2018-02-08,3.58391466195,7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464.0,9346750464.0,627.72998,8.219,8154.07308,0.08219,18006.006880877387,7285.8959512426145,1525.3900921777488,36.86526828636316,-1428.033927107972,0.2661063808616984,499.0
39,2018-02-09,3.611360347532,8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224.0,6784820224.0,465.14063,5.623,8452.8903,0.05623,17897.44808822377,7111.817947016229,1454.496234896866,40.27043212902409,-1337.804042023934,0.6191347691639033,427.0
40,2018-02-10,4.41572738524,8720.080078,9122.549805,8295.469727,8621.900391,8621.900391,7780960256.0,7780960256.0,-98.17969,-1.126,8679.97331,-0.01126,17889.0610880807,6911.8089705993,1328.2871643449491,39.70738486926465,-1261.0456591686452,0.4614517854868524,363.0
41,2018-02-11,3.973794718991,8616.129883,8616.129883,7931.100098,8129.970215,8129.970215,6122189824.0,6122189824.0,-486.15967,-5.642,8225.7334,-0.05642,17846.855564221085,6691.245295258917,1107.3417642926945,37.30618974024088,-1225.778727562154,0.53206246053731,326.0
42,2018-02-12,5.733031448299999,8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808.0,6256439808.0,785.14014,9.644,8684.64014,0.09644,17804.58300376449,6533.548676035516,867.5449198237911,43.28700423302689,-1120.6325057785816,0.1210640747804899,375.0
43,2018-02-13,4.137193347918,8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872.0,5696719872.0,-328.41016,-3.679,8670.72982,-0.03679,17758.755768349747,6362.244309890251,764.8529188190215,41.528881547378624,-1051.6682886572216,0.374704667000641,409.0
44,2018-02-14,7.193345878551001,8599.919922,9518.540039,8599.919922,9494.629883,9494.629883,7909819904.0,7909819904.0,894.70996,10.404,9204.36328,0.10404,17550.177399462642,6306.6158818973545,665.9527137100996,47.76715364894188,-914.150335303937,0.3445749471909969,430.0
45,2018-02-15,4.676532186823,9488.320313,10234.799805,9395.580078,10166.400391,10166.400391,9062540288.0,9062540288.0,678.08008,7.146,9932.26009,0.07146,17342.816542774533,6287.092754225464,780.4874827993552,51.90843029698716,-742.4021508669903,-0.1522498888588847,433.0
46,2018-02-16,2.2240815227627,10135.700195,10324.099609,9824.820313,10233.900391,10233.900391,7296159744.0,7296159744.0,98.2002,0.969,10127.60677,0.00969,17213.298893174215,6241.706419465782,893.3750954419271,52.31751846873872,-593.9965687483909,0.4182356760489676,317.0
47,2018-02-17,5.198317270103001,10207.5,11139.5,10149.400391,11112.700195,11112.700195,8660880384.0,8660880384.0,905.20019,8.868,10800.53353,0.08868,17079.190221911278,6234.075090728721,1093.3065806665877,57.39845930261491,-400.85150929081647,0.2134994048646042,322.0
48,2018-02-18,4.9590408609687,11123.400391,11349.799805,10326.0,10551.799805,10551.799805,8744009728.0,8744009728.0,-571.60059,-5.139,10742.5332,-0.05139,17026.866860697195,6190.382436342802,1172.8902822007494,53.48132954818464,-289.703114795102,0.379799161394174,326.0
49,2018-02-19,5.0055486073990005,10552.599609,11273.799805,10513.200195,11225.299805,11225.299805,7652089856.0,7652089856.0,672.7002,6.375,11004.09994,0.06375,16918.934206063477,6181.071067536527,1172.1406091195458,57.253607882545154,-145.59308361133662,0.1617185774749304,337.0
50,2018-02-20,4.498508550267,11231.799805,11958.5,11231.799805,11403.700195,11403.700195,9926540288.0,9926540288.0,171.90039,1.53,11531.33333,0.0153,16839.3876689606,6170.477604639397,1216.4165668337614,58.22007476507879,-16.79581344044891,0.4932644448292345,411.0
51,2018-02-21,3.43934882777,11372.200195,11418.5,10479.099609,10690.400391,10690.400391,9405339648.0,9405339648.0,-681.7998,-5.995,10862.66667,-0.05995,16662.523514560315,6175.673790319686,1130.4566624727945,53.05501943566932,27.40372513150396,-0.0014318254966934,395.0
52,2018-02-22,4.112726705888701,10660.400391,11039.099609,9939.089844,10005.0,10005.0,8040079872.0,8040079872.0,-655.40039,-6.148,10327.72982,-0.06148,16457.657657298267,6172.699647581731,1056.322378258786,48.59392774599052,7.044885412873555,0.0421398116956296,368.0
53,2018-02-23,3.734604334047,9937.070313,10487.299805,9734.55957,10301.099609,10301.099609,7739500032.0,7739500032.0,364.0293,3.663,10174.31966,0.03663,16207.71825046052,6210.71503097948,1014.604529229747,50.52919873158309,14.634425548843865,0.4519519818456549,361.0
54,2018-02-24,2.9196779120590004,10287.700195,10597.200195,9546.969727,9813.070313,9813.070313,6917929984.0,6917929984.0,-474.62988,-4.614,9985.74675,-0.04614,15735.659682144273,6378.116411815725,946.3445565245542,47.36422205234029,-18.51723955885973,,
55,2018-02-25,8.419930624586,9796.419922,9923.219727,9407.05957,9664.730469,9664.730469,5706939904.0,5706939904.0,-131.68945,-1.344,9665.00326,-0.01344,15204.39107931533,6594.894233404672,794.7128306693713,46.41260834932595,-56.11312154855477,,
56,2018-02-26,7.38709454102,9669.429688,10475.0,9501.730469,10366.700195,10366.700195,7287690240.0,7287690240.0,697.27051,7.211,10114.47689,0.07211,14771.569205071322,6783.280131088676,718.4294382014941,51.389785140989744,-28.931533893206502,0.4441476120723514,347.0
57,2018-02-27,3.67114088709,10393.900391,10878.5,10246.099609,10725.599609,10725.599609,6966179840.0,6966179840.0,331.69922,3.191,10616.73307,0.03191,14476.147191948075,6900.922144211925,558.1874453827082,53.75476004289471,21.3244385648959,0.5160570603480442,341.0
58,2018-02-28,5.7844675651227,10687.200195,11089.799805,10393.099609,10397.900391,10397.900391,6936189952.0,6936189952.0,-289.2998,-2.707,10626.93327,-0.02707,14220.95441292899,6988.214923231007,497.42559206637225,51.30056819077669,34.31451425640262,0.4377244080185259,369.0
59,2018-03-01,4.217081700746,10385.0,11052.299805,10352.700195,10951.0,10951.0,7317279744.0,7317279744.0,566.0,5.45,10785.33333,0.0545,13915.81934416724,7132.457999792759,503.5936333925211,55.03225606573791,88.22278152175568,0.0259456020202079,334.0
60,2018-03-02,7.069987363647,10977.400391,11189.0,10850.099609,11086.400391,11086.400391,7620590080.0,7620590080.0,109.0,0.993,11041.83333,0.00993,13770.568135123232,7184.933232276768,515.3152892570728,55.92268205596248,140.2543864217114,0.2492515098127684,350.0
61,2018-03-03,4.35625922117,11101.900391,11528.200195,11002.400391,11489.700195,11489.700195,6690570240.0,6690570240.0,387.7998,3.493,11340.10026,0.03493,13576.659973582537,7279.20541725746,550.4468393857788,58.55513281766209,211.59361238695783,0.0349121869903972,233.0
62,2018-03-04,7.47161470244,11497.400391,11512.599609,11136.099609,11512.599609,11512.599609,6084149760.0,6084149760.0,15.19922,0.132,11387.09961,0.00132,13326.487761684668,7415.473605715332,595.7631108218021,58.7059371271284,266.9015790048925,0.763628080077962,189.0
63,2018-03-05,5.61838350559,11532.400391,11704.099609,11443.900391,11573.299805,11573.299805,6468539904.0,6468539904.0,40.89941,0.355,11573.7666,0.00355,13137.859899192348,7516.153460407653,624.2381781123687,59.13045232157001,312.0345989248708,0.6380867695869388,331.0
64,2018-03-06,3.69653650163,11500.099609,11500.099609,10694.299805,10779.900391,10779.900391,6832169984.0,6832169984.0,-720.19922,-6.263,10991.43327,-0.06263,12894.26241283774,7638.154970202258,594.9171148700033,51.65549650049201,280.5481558772772,0.5335614118824893,344.0
65,2018-03-07,4.762169919207,10803.900391,10929.5,9692.120117,9965.570313,9965.570313,8797910016.0,8797910016.0,-838.33008,-7.76,10195.73014,-0.0776,12841.067983051307,7630.352212508691,621.6859087539035,45.32255984234429,187.7213563171717,0.4481280604360788,357.0
66,2018-03-08,6.216586414138,9951.44043,10147.400391,9335.870117,9395.009766,9395.009766,7186089984.0,7186089984.0,-556.43066,-5.591,9626.09342,-0.05591,12801.032505291658,7598.64409654834,681.5199668949715,41.48491521411908,67.33973061831784,0.2284331485530398,372.0
67,2018-03-09,5.3095577798437,9414.69043,9466.349609,8513.030273,9337.549805,9337.549805,8704190464.0,8704190464.0,-77.14063,-0.819,9105.64323,-0.00819,12742.96312425154,7571.2194541484605,750.6541697623516,41.10741365426587,-32.32746282230437,0.4710647751164936,412.0
68,2018-03-10,5.42325043561,9350.589844,9531.320313,8828.469727,8866.0,8866.0,5386319872.0,5386319872.0,-484.58984,-5.182,9075.26335,-0.05182,12678.856440347876,7525.670122412122,846.4525360456175,38.04754940541712,-147.6623998162704,,
69,2018-03-11,5.219131014531,8852.780273,9711.889648,8607.120117,9578.629883,9578.629883,6296370176.0,6296370176.0,725.84961,8.199,9299.21322,0.08199,12486.283038400048,7585.420711879953,852.3304928663346,44.74177137421599,-179.49379967403547,0.4623371428075219,223.0
70,2018-03-12,7.01846850025,9602.929688,9937.5,8956.429688,9205.120117,9205.120117,6457399808.0,6457399808.0,-397.80957,-4.143,9366.34994,-0.04143,12407.009845046385,7568.894725553616,909.1385950817348,42.16980198444536,-232.1830680791336,0.4236024841426653,350.0
71,2018-03-13,7.668228087844,9173.040039,9470.379883,8958.19043,9194.849609,9194.849609,5991139840.0,5991139840.0,21.80957,0.238,9207.80664,0.00238,12366.8499030221,7539.592636297901,948.290827166934,42.0981397782912,-271.63717281726895,0.6570812140002557,305.0
72,2018-03-14,6.834068955579,9214.650391,9355.849609,8068.589844,8269.80957,8269.80957,6438230016.0,6438230016.0,-944.84082,-10.254,8564.74967,-0.10254,12346.15098030314,7456.347926176861,1072.872111518166,36.14094964710458,-373.24529590478414,0.6621867016879321,385.0
73,2018-03-15,2.96916494599,8290.759766,8428.349609,7783.049805,8300.860352,8300.860352,6834429952.0,6834429952.0,10.10059,0.122,8170.75326,0.00122,12289.116037169131,7391.041267750869,1135.5347218749548,36.46594847975296,-446.12230664395247,0.3431050039981974,369.0
74,2018-03-16,3.97967965542,8322.910156,8585.150391,8005.310059,8338.349609,8338.349609,5289379840.0,5289379840.0,15.43945,0.186,8309.60335,0.00186,12231.862468531092,7331.452805108908,1150.3537374656323,36.88360618396826,-495.1450688396653,0.4928877340732313,306.0
75,2018-03-17,4.406797613079,8321.910156,8346.530273,7812.819824,7916.879883,7916.879883,4426149888.0,4426149888.0,-405.03027,-4.867,8025.40999,-0.04867,12188.89726227048,7244.23719104952,1121.057971531906,34.16445892432989,-561.5320536159106,0.6852921103715403,221.0
76,2018-03-18,5.255676799372001,7890.52002,8245.509766,7397.990234,8223.679688,8223.679688,6639190016.0,6639190016.0,333.15967,4.222,7955.72656,0.04222,12108.807946709634,7195.645686330367,1001.4591919496688,37.76139390241019,-582.6713643253242,0.1503104706422998,282.0
77,2018-03-19,8.696542860931,8344.120117,8675.870117,8182.399902,8630.650391,8630.650391,6729110016.0,6729110016.0,286.53027,3.434,8496.3068,0.03434,11983.262755653526,7194.964900826471,764.1591881214798,42.26734485144632,-560.1284734529236,0.6013386454874834,307.0
78,2018-03-20,4.424493599973,8619.669922,9051.019531,8389.889648,8913.469727,8913.469727,6361789952.0,6361789952.0,293.79981,3.408,8784.79297,0.03408,11891.348424595306,7191.562005324695,583.4949037993802,45.23465580017924,-513.5223472656799,0.5336945129037732,360.0
79,2018-03-21,3.97590724922,8937.480469,9177.370117,8846.330078,8929.280273,8929.280273,6043129856.0,6043129856.0,-8.2002,-0.092,8984.32682,-0.00092,11868.294349618527,7167.535299021472,499.0427115221988,45.403594067257096,-469.89422937806194,0.4404854626103021,351.0
80,2018-03-22,3.288091050076,8939.44043,9100.709961,8564.900391,8728.469727,8728.469727,5530390016.0,5530390016.0,-210.9707,-2.36,8798.02669,-0.0236,11839.903429401564,7136.2210239584365,470.292308799327,43.56541262416608,-446.3768104361607,0.430400345869328,293.0
81,2018-03-23,5.1805699841217,8736.25,8879.620117,8360.620117,8879.620117,8879.620117,5954120192.0,5954120192.0,143.37012,1.641,8706.62012,0.01641,11838.726204063152,7125.761452416848,443.098840880518,45.358606912764046,-410.8069860180185,0.3155826144218445,307.0
82,2018-03-24,6.4223540273,8901.950195,8996.179688,8665.700195,8668.120117,8668.120117,5664600064.0,5664600064.0,-233.83008,-2.627,8776.66667,-0.02627,11839.589335126584,7118.3931260334175,441.13016414474737,43.286007793723456,-395.1291237414935,0.6588481639712918,227.0
83,2018-03-25,7.992570718888,8612.80957,8682.009766,8449.099609,8495.780273,8495.780273,4569880064.0,4569880064.0,-117.0293,-1.359,8542.29655,-0.01359,11840.916328194757,7089.900937645245,369.0592613792694,41.61726595578147,-392.09091009758777,0.2662359903498393,191.0
84,2018-03-26,8.736995017771,8498.469727,8530.080078,7921.430176,8209.400391,8209.400391,5921039872.0,5921039872.0,-289.06934,-3.401,8220.30355,-0.03401,11842.400481613917,7085.712409226084,344.7980242702714,38.93140693079718,-408.0873895948407,0.4392579008485669,269.0
85,2018-03-27,6.213405316502,8200.0,8232.780273,7797.279785,7833.040039,7833.040039,5378250240.0,5378250240.0,-366.95996,-4.475,7954.3667,-0.04475,11796.48249371577,7166.74119788423,341.2144447415019,35.67306857912547,-445.9927233822036,0.6822262356969602,274.0
86,2018-03-28,4.126981084676,7836.830078,8122.890137,7809.169922,7954.47998,7954.47998,4935289856.0,4935289856.0,117.6499,1.501,7962.18001,0.01501,11788.943892710337,7182.2989980896655,362.2978786802588,37.491014242987966,-460.92057965000095,0.6293005514815151,295.0
87,2018-03-29,1.567262568687,7979.069824,7994.330078,7081.379883,7165.700195,7165.700195,6361229824.0,6361229824.0,-813.36963,-10.194,7413.80339,-0.10194,11813.296767032356,7139.722139367645,487.5381921955726,31.3029806317158,-530.286141288303,0.4283046662807465,315.0
88,2018-03-30,4.774261998157,7171.450195,7276.660156,6683.930176,6890.52002,6890.52002,6289509888.0,6289509888.0,-280.93018,-3.917,6950.37012,-0.03917,11874.640595252284,7023.375518187717,615.584525548611,29.47518328417543,-600.5409270016353,0.254851709684016,380.0
89,2018-03-31,3.76412513962,6892.47998,7207.850098,6863.52002,6973.529785,6973.529785,4553269760.0,4553269760.0,81.0498,1.176,7014.96663,0.01176,11931.173047097582,6896.30503898242,694.4604365073407,30.788048584131616,-642.1182174379883,0.5178547890925366,276.0
90,2018-04-01,4.858063201441,7003.060059,7060.950195,6526.870117,6844.22998,6844.22998,4532100096.0,4532100096.0,-158.83008,-2.268,6810.68343,-0.02268,11989.717708433123,6766.6535612068765,774.2981641654177,29.85574056302372,-677.6899454728755,,
91,2018-04-02,4.867269140317,6844.859863,7135.470215,6816.580078,7083.799805,7083.799805,4333440000.0,4333440000.0,238.93994,3.491,7011.95003,0.03491,12025.75560804622,6688.768845193778,797.8093196018938,33.85251399379172,-678.7255874321418,0.3315926487792493,260.0
92,2018-04-03,6.89117208609,7102.259766,7530.939941,7072.490234,7456.109863,7456.109863,5499700224.0,5499700224.0,353.8501,4.982,7353.18001,0.04982,12047.638979468806,6608.067055771195,762.0947854159664,39.61129360550064,-642.1022756517132,0.5820753445612429,318.0
93,2018-04-04,5.0442120521157,7456.410156,7469.879883,6803.879883,6853.839844,6853.839844,4936000000.0,4936000000.0,-602.57031,-8.081,7042.5332,-0.08081,12094.47605875863,6491.451187441371,742.2808712900978,34.39477514175836,-654.135724910333,0.1865251954035325,300.0
94,2018-04-05,6.534334103298001,6848.649902,6933.819824,6644.799805,6811.470215,6811.470215,5639320064.0,5639320064.0,-37.17969,-0.543,6796.69661,-0.00543,12126.526829118984,6352.074030361016,719.5127976171588,34.05500069280697,-659.489016245031,0.3691775775468979,294.0
95,2018-04-06,2.7537492006920004,6815.959961,6857.490234,6575.0,6636.319824,6636.319824,3766810112.0,3766810112.0,-179.64014,-2.636,6689.60335,-0.02636,12134.95391311866,6202.443723681341,659.5306289671985,32.620407525904,-670.1397569859473,0.35032014920629,323.0
96,2018-04-07,2.3407067599117,6630.509766,7050.540039,6630.509766,6911.089844,6911.089844,3976610048.0,3976610048.0,280.58008,4.232,6864.04655,0.04232,12119.539969000023,6084.9452459199765,571.307093847559,37.09714030685178,-648.928458170586,0.7147559916664814,199.0
97,2018-04-08,2.487295114801,6919.97998,7111.560059,6919.97998,7023.52002,7023.52002,3652499968.0,3652499968.0,103.54004,1.496,7018.35335,0.01496,12037.008475529385,6003.909532390617,466.31074056070105,38.88638202426551,-615.9459341395122,0.3598641094594899,249.0
98,2018-04-09,6.8570837522837,7044.319824,7178.109863,6661.990234,6770.72998,6770.72998,4894060032.0,4894060032.0,-273.58984,-3.884,6870.27669,-0.03884,11994.094291772511,5895.580923147492,380.82125637507954,36.38067046943988,-603.2511856349447,0.3468314237031505,281.0
99,2018-04-10,6.335530752306999,6795.439941,6872.410156,6704.149902,6834.759766,6834.759766,4272750080.0,4272750080.0,39.31983,0.579,6803.77327,0.00579,11891.071340134,5822.982273226,323.4680255810198,37.47958064477121,-581.3227110215657,0.176883487934721,255.0
100,2018-04-11,5.115933263258,6843.470215,6968.319824,6817.589844,6968.319824,6968.319824,4641889792.0,4641889792.0,124.84961,1.824,6918.0765,0.01824,11757.479043935062,5779.159354584938,191.786177035784,39.81487435911569,-546.8631583527185,0.6053176692643091,281.0
101,2018-04-12,6.283607159807,6955.379883,7899.22998,6806.509766,7889.25,7889.25,8906250240.0,8906250240.0,933.87012,13.427,7531.66325,0.13427,11659.119119129336,5765.473263750664,307.18520638804324,52.883441587605006,-440.16835907823406,0.4434270199074637,333.0
